Fx,Fy,Fz,TotalTorque3dof,TotalTorque4dof,dof3,dof4,
-1,0,0,2296.5,2745.7,1,0
-0.75,0,0,1722.4,2059.3,2,0
-0.5,0,0,1148.3,1372.8,3,0
-0.25,0,0,574.13,686.42,4,0
0,0,0,0,0,4,0
0.25,0,0,574.13,686.42,5,0
0.5,0,0,1148.3,1372.8,6,0
0.75,0,0,1722.4,2059.3,7,0
1,0,0,2296.5,2745.7,8,0
1.25,0,0,2870.7,3432.1,9,0
1.5,0,0,3444.8,4118.5,10,0
1.75,0,0,4018.9,4804.9,11,0
2,0,0,4593,5491.3,12,0
